#TRAINERS
63500  1724   'armor' 'bless' 'cause light' 'cure light' 'cure serious' 'holy wrath'
63502  1725   'blinding light' 'create food' 'create light' 'create water' 'infravision' 'magic missile' 'ogre strength' 'request ally' 'web'
30054  1741   'riding' 'find_mount'
63504  1323   'bash' 'parry' 'second attack' 'shield' 'sword' 'axe'
45835  1268   'conflagration' 'ice lance'
48168  1556   'continual light' 'cure blindness' 'cure critical' 'cure disease' 'cure poison' 'group serious' 'neutralize' 'remove curse' 'sense life'
  266  2132   'meteor swarm'
36193  1167   'vyanian' 'chilling touch' 'detect magic' 'faerie fire' 'fireball' 'shock'
36068   676   'eagle eye'
36117   675   'armor' 'bless' 'cure light' 'cure serious' 'detect evil' 'turn undead'
36192  1168   'goblish'
27037   677   'appraise'
27031   222   'bash' 'dagger' 'sword' 'club' 'mace' 'axe'
66008   894   'fourth attack' 'off-hand attack' 'scan' 'polearm'
30762   479   'disarm' 'third attack' 'staff' 'spear'
48245  1808   'berserk' 'guard'
20012  1116   'swimming'
  514  2183   'hide' 'pick lock' 'sneak' 'untrap'
30790  2184   'assassinate' 'backstab' 'steal'
12564   538   'acid blast' 'ignite weapon' 'lightning bolt' 'mists of sleep'
  914  1000   'blinding light' 'detect magic' 'faerie fire' 'infravision' 'magic missile' 'shock'
30031   854   'humanic' 'ogrish' 'trollish' 'goblish' 'vyanian' 'cause light' 'detect good' 'holy wrath' 'turn undead'
19037   330   'create light' 'detect magic' 'faerie fire' 'magic missile' 'shock' 'slow' 'web'
30040   801   'blinding light' 'fireball' 'lesser summoning' 'magic missile' 'slow' 'web'
 6300  2185   'cause critical' 'neutralize' 'revitalize' 'silence'
37217  2186   'bear grasp' 'locust kick' 'shadow dance' 'trance'
48152  1549   'humanic' 'gnomish' 'identify' 'minor enchantment'
46533  2188   'cause critical' 'create feast' 'drain life' 'gift of tongues' 'group serious' 'neutralize' 'sanctify'
49338  1190   'vyanian'
 1799  2162   'mounted fighting' 'regeneration'
31318  2205   'spin kick' 'stun'
48127  1576   'animate clay' 'call lightning' 'heal' 'purify'
56030  1465   'surcease' 'water breathing'
48245  2206   'fear' 'ion shield'
48245  2204   'conjure elemental' 'resist acid' 'resist cold' 'resist fire' 'resist shock'
48245  2256   'major enchantment'
69040  2257   'demon slash' 'fifth attack'
33325   474   'protection plants'
47806  2258   'protect life'
  930  2265   'appraise' 'haggle'
62539  2334   'searching' 'balm' 'tame'
77097  2347   'appraise' 'climb' 'hide' 'peek' 'pick lock' 'searching' 'sneak'
77040  2354   'humanic' 'elvish' 'gnomish' 'thennish'
77039  2298   'detect magic' 'faerie fire' 'magic missile' 'shock'
78257  2382   'eagle claw'
75760  2394   'eye gouge' 'poison weapons' 'tumble'
77023  2386   'armor' 'bless' 'create food' 'create light' 'create water' 'cure light'
77000  2361   'climb' 'swimming'
77018  2275   'bash' 'dodge' 'kick' 'punch' 'unarmed'
77021  2276   'dagger' 'sword' 'club' 'staff' 'mace' 'axe' 'spear'
77020  2365  
77046  2353   'riding'
45006  2412   'hawks view' 'poultice'
45018  2415   'flame strike'
45019  2416   'ice storm'
45020  2417   'invisibility'
45021  2418   'acid storm'
  432  2425   'protect'
   49  2425   'protect life'
46264  2489   'harm' 'true sight'
45023  2491   'dragon strike' 'transfer energy'
45024  2514   'circle' 'heist' 'trip'
45025  2515   'group critical' 'restoration' 'scry'
45026  2536   'fear' 'ion shield'
57534  2537   'protect evil'
48245  1929   'protect good'
-1

#$

